Customer ID,Count_x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,Count_y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,ID,Population
0019-EFAEP,1.0,,68.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Anaheim,,,33.807864,-117.923782,1.0,Q3,Yes,3.0,35.0,Offer C,Yes,20.44,Yes,Yes,Fiber Optic,18.0,Yes,Yes,No,,,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55,3365.4,0.0,0.0,715.4000000000001,4080.8,,
9548-LIGTA,1.0,,72.0,,Yes,No,No,0.0,5.0,1.0,United States,California,Somis,,"34.297628, -119.014627",34.297628,-119.014627,1.0,Q3,No,0.0,72.0,Offer A,Yes,,Yes,Yes,Fiber Optic,,No,Yes,Yes,,Yes,,No,Yes,Two Year,No,Bank Withdrawal,,7943.45,0.0,0.0,3226.32,,,
8097-OMULG,1.0,Male,,No,Yes,Yes,Yes,1.0,5.0,,,,,,,,,1.0,Q3,Yes,8.0,,None,Yes,28.64,Yes,Yes,Fiber Optic,22.0,No,No,No,No,,No,,Yes,One Year,Yes,Credit Card,,775.3,0.0,0.0,315.04,1090.34,,
2661-GKBTK,1.0,Female,65.0,No,Yes,Yes,No,0.0,,,,,,,,,,1.0,Q3,Yes,5.0,62.0,,Yes,,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,,No,No,Yes,,Yes,Credit Card,97.95,5936.55,0.0,0.0,707.42,6643.97,,
2886-KEFUM,1.0,Female,77.0,,Yes,Yes,Yes,2.0,3.0,1.0,United States,California,Wallace,,"38.192608, -120.957842",38.192608,,1.0,Q3,Yes,1.0,32.0,,Yes,49.21,Yes,Yes,Fiber Optic,19.0,,Yes,No,No,Yes,Yes,,Yes,One Year,Yes,Bank Withdrawal,100.4,3217.65,0.0,0.0,1574.72,4792.37,,
7137-RYLPP,1.0,Male,71.0,No,Yes,Yes,No,0.0,3.0,,United States,,Catheys Valley,,"37.394411, -120.127262",37.394411,-120.127262,1.0,Q3,Yes,,43.0,None,Yes,4.59,Yes,Yes,Fiber Optic,5.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.3,3953.15,0.0,0.0,197.37,,,
3317-VLGQT,1.0,Male,75.0,No,Yes,Yes,No,0.0,4.0,1.0,,California,Kelseyville,,"38.93496, -122.792243",38.93496,,1.0,Q3,Yes,5.0,49.0,,,26.0,Yes,,Fiber Optic,16.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,,88.2,4159.45,0.0,0.0,1274.0,,,
8455-HIRAQ,1.0,Male,75.0,No,Yes,Yes,No,0.0,3.0,,,,,,,,,1.0,Q3,Yes,3.0,72.0,,Yes,,Yes,Yes,Cable,,Yes,,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0.0,0.0,1203.84,7103.6900000000005,,
3070-FNFZQ,1.0,Female,69.0,No,Yes,No,No,,3.0,1.0,United States,California,Vacaville,,"38.419088, -122.024568",38.419088,-122.024568,1.0,Q3,No,0.0,18.0,None,,41.13,No,,Cable,23.0,,Yes,No,No,No,No,,Yes,One Year,Yes,Credit Card,49.85,865.75,0.0,0.0,740.34,1606.09,,
1866-RZZQS,1.0,Female,73.0,No,Yes,Yes,No,0.0,4.0,,,,,,,,,1.0,Q3,Yes,,69.0,None,,19.39,Yes,Yes,Fiber Optic,,No,Yes,No,Yes,,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0.0,0.0,1337.91,8336.86,,
2039-JONDJ,1.0,,79.0,No,,Yes,No,0.0,3.0,,,,,,,,,1.0,Q3,Yes,9.0,64.0,Offer B,Yes,,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,0.0,,1493.12,7574.519999999999,,
2344-JMOGN,1.0,Male,68.0,No,,Yes,No,0.0,,1.0,United States,California,Williams,,"39.117537, -122.284654",39.117537,-122.284654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641-EUYET,1.0,Male,75.0,No,Yes,No,No,0.0,3.0,,United States,California,Greenview,,"41.528541, -122.955018",41.528541,-122.955018,1.0,Q3,No,0.0,11.0,None,Yes,2.63,Yes,Yes,Fiber Optic,13.0,,Yes,Yes,Yes,Yes,Yes,No,,Two Year,Yes,Bank Withdrawal,111.4,1183.05,0.0,40.0,28.93,1251.98,,
7758-UJWYS,1.0,Male,67.0,No,Yes,Yes,Yes,2.0,,,,,,,,,,1.0,Q3,Yes,4.0,72.0,None,,16.82,No,Yes,Fiber Optic,25.0,Yes,No,Yes,,Yes,Yes,No,No,Two Year,Yes,Credit Card,104.1,,0.0,,1211.04,8698.74,,
0595-ITUDF,1.0,Male,79.0,No,Yes,,No,0.0,,,,,,,,,,1.0,Q3,Yes,7.0,38.0,Offer C,Yes,4.75,Yes,,,24.0,No,Yes,,No,Yes,Yes,,,Two Year,,,102.6,4009.2,45.81,0.0,180.5,,,
7504-UWHNB,1.0,Female,70.0,,,,No,0.0,4.0,,,,,,,,,1.0,Q3,Yes,,,None,Yes,28.09,Yes,,Fiber Optic,20.0,Yes,Yes,Yes,Yes,No,No,No,,Two Year,,Bank Withdrawal,96.6,,0.0,0.0,,,,
0060-FUALY,1.0,Male,67.0,No,Yes,No,,0.0,,1.0,,California,La Mirada,,"33.902045, -118.008961",,-118.008961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902-OHLSK,1.0,Male,71.0,No,,,,0.0,3.0,,,,,,,,,1.0,Q3,Yes,8.0,,None,,31.68,No,Yes,DSL,30.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,85.65,4824.45,0.0,0.0,1774.08,6598.53,,
1307-ATKGB,1.0,Female,73.0,No,Yes,,No,,4.0,1.0,,California,Tustin,,,33.738543,,1.0,Q3,,3.0,70.0,Offer A,Yes,,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.45,7349.35,0.0,0.0,,10103.15,,
1732-VHUBQ,1.0,,79.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Camarillo,,"34.205504, -118.993111",34.205504,-118.993111,1.0,Q3,Yes,5.0,52.0,None,Yes,39.0,No,Yes,Fiber Optic,11.0,Yes,No,,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,,5481.25,0.0,0.0,2028.0,7509.25,,
4062-HBMOS,1.0,Female,72.0,No,,No,No,0.0,3.0,1.0,United States,California,Ojai,,"34.581308, -118.931948",34.581308,-118.931948,1.0,Q3,No,0.0,40.0,None,Yes,44.14,No,,Fiber Optic,,No,,No,,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.55,3673.6,0.0,0.0,1765.6,5439.2,,
5922-ABDVO,1.0,Female,72.0,No,Yes,No,No,0.0,3.0,,,,,,,,,1.0,Q3,No,0.0,31.0,None,Yes,47.48,No,Yes,Fiber Optic,,Yes,,No,,No,No,No,Yes,Two Year,Yes,Credit Card,73.55,2094.65,0.0,0.0,1471.88,,,
5977-CKHON,1.0,Female,,No,,No,No,0.0,,1.0,United States,California,Friant,,"37.027663, -119.69056",37.027663,-119.69056,1.0,Q3,No,0.0,,None,Yes,4.29,Yes,Yes,Fiber Optic,,No,No,No,No,No,No,,Yes,Two Year,Yes,Bank Withdrawal,74.45,294.45,,0.0,17.16,311.61,,
0074-HDKDG,1.0,Male,77.0,No,Yes,Yes,No,,4.0,1.0,United States,California,,,"37.290606, -119.216328",37.290606,-119.216328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583-KRKMD,1.0,,,No,Yes,No,No,0.0,3.0,1.0,United States,California,,,,37.499411,-122.196318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9805-FILKB,1.0,Male,73.0,No,,Yes,Yes,2.0,,1.0,United States,California,,,"37.708327, -122.083473",37.708327,-122.083473,1.0,Q3,Yes,1.0,28.0,None,,4.71,Yes,Yes,DSL,21.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,51.0,,,80.0,131.88,,,
8397-MVTAZ,1.0,,65.0,,Yes,No,No,0.0,5.0,,,,,,,,,1.0,Q3,No,0.0,,,Yes,41.98,No,,None,0.0,No,,No,No,No,,No,,Two Year,No,Credit Card,20.05,91.45,,0.0,167.92,259.37,,
9495-SKLKD,1.0,Male,76.0,No,Yes,No,No,0.0,,1.0,United States,California,Mi Wuk Village,,"38.121601, -120.133915",38.121601,-120.133915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742-MYPGI,1.0,Female,73.0,,,No,Yes,2.0,5.0,1.0,United States,California,Lucerne,,"39.141934, -122.770679",,-122.770679,1.0,Q3,No,,33.0,,Yes,12.75,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,105.35,3465.05,0.0,0.0,420.75,3885.8,,
1092-WPIVQ,1.0,Male,68.0,No,Yes,,No,,,,,,,,,,,1.0,Q3,Yes,3.0,24.0,None,No,0.0,,Yes,Cable,28.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,,Credit Card,34.25,828.2,0.0,0.0,0.0,828.2,,
2276-YDAVZ,1.0,Male,69.0,No,Yes,No,No,,5.0,1.0,United States,California,Flournoy,,"39.84784, -122.544556",39.84784,-122.544556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847-BAERP,1.0,Male,67.0,No,Yes,No,No,,4.0,,,,,,,,,1.0,Q3,,0.0,51.0,None,Yes,3.11,,No,None,0.0,No,,No,No,No,No,No,No,,No,Bank Withdrawal,25.0,1260.7,0.0,0.0,,1419.31,,
8486-AYEQH,,Male,75.0,No,Yes,No,No,0.0,,1.0,United States,California,Bridgeport,,"38.184583, -119.286558",38.184583,-119.286558,1.0,Q3,No,0.0,11.0,None,Yes,48.33,Yes,,DSL,17.0,Yes,Yes,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,60.25,662.95,0.0,120.0,,1314.58,,
8809-XKHMD,1.0,Female,79.0,No,Yes,Yes,Yes,1.0,3.0,1.0,United States,California,Randsburg,,"35.405722, -117.773354",35.405722,,1.0,Q3,Yes,,14.0,None,Yes,14.39,Yes,Yes,Fiber Optic,30.0,,,No,No,Yes,Yes,,Yes,Two Year,Yes,Bank Withdrawal,95.8,1346.3,0.0,0.0,201.46,1547.76,,
4846-WHAFZ,1.0,,80.0,No,Yes,No,No,0.0,4.0,,,,,,,,,1.0,Q3,No,0.0,65.0,Offer B,,18.23,No,Yes,Fiber Optic,3.0,No,Yes,Yes,,Yes,Yes,Yes,,Two Year,Yes,Bank Withdrawal,99.1,6496.15,0.0,0.0,1184.95,7681.099999999999,,
9364-YKUVW,1.0,Male,68.0,No,,No,No,0.0,5.0,1.0,United States,California,,,"38.983388, -120.988814",38.983388,-120.988814,1.0,Q3,,0.0,31.0,Offer C,Yes,15.35,Yes,,,10.0,No,No,,Yes,Yes,,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,2877.95,0.0,0.0,,3353.8,,
7446-SFAOA,1.0,,66.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Twin Bridges,,"38.805481, -120.13287",,-120.13287,,Q3,Yes,5.0,15.0,Offer D,,37.84,,Yes,Fiber Optic,19.0,No,Yes,,No,Yes,,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,,,567.6,1852.65,,
6637-KYRCV,1.0,Female,68.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Challenge,,"39.461768, -121.195825",,-121.195825,1.0,Q3,Yes,4.0,31.0,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,Yes,,Two Year,Yes,Bank Withdrawal,84.85,2633.4,0.0,0.0,,2797.7000000000003,,
4307-KWMXE,1.0,Male,67.0,,Yes,No,No,0.0,,1.0,United States,California,Burney,,,40.946785,-121.719489,1.0,Q3,,0.0,69.0,None,Yes,20.62,,No,None,0.0,No,No,,No,No,No,No,No,Two Year,No,Credit Card,20.3,1356.3,0.0,0.0,1422.78,2779.08,,
9374-YOLBJ,1.0,Male,73.0,,Yes,Yes,No,0.0,4.0,,,,,,,,,1.0,Q3,Yes,1.0,63.0,None,Yes,37.12,Yes,Yes,Fiber Optic,18.0,,,,,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0.0,0.0,2338.56,9330.46,,
9779-DPNEJ,1.0,Female,65.0,No,Yes,No,,0.0,,1.0,United States,California,,,"40.524535, -122.647172",40.524535,-122.647172,,,No,0.0,46.0,None,Yes,16.04,Yes,Yes,DSL,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,,69.1,3255.35,0.0,0.0,737.8399999999999,3993.19,,
3669-LVWZB,1.0,Female,68.0,No,Yes,Yes,No,0.0,,,,,,,,,,1.0,Q3,Yes,,54.0,,Yes,22.05,No,Yes,Fiber Optic,17.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5437.1,0.0,,1190.7,,,
0032-PGELS,1.0,Female,72.0,No,Yes,No,No,0.0,3.0,1.0,United States,California,Valley Village,,"34.165783, -118.399795",34.165783,-118.399795,1.0,Q3,No,0.0,66.0,None,Yes,3.57,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,108.1,7238.6,0.0,0.0,235.62,7474.22,,
9889-TMAHG,,Male,,No,Yes,Yes,,0.0,3.0,,,,,,,,,1.0,Q3,Yes,1.0,45.0,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,,No,Yes,One Year,Yes,Bank Withdrawal,,4525.8,0.0,0.0,,4632.900000000001,,
1925-LFCZZ,1.0,Male,72.0,No,Yes,Yes,No,0.0,4.0,,,,,,,,,1.0,Q3,,1.0,71.0,Offer A,Yes,46.82,Yes,,Fiber Optic,18.0,Yes,,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,115.05,8016.6,,0.0,3324.22,11340.82,,
0229-LFJAF,1.0,Female,77.0,No,Yes,No,No,0.0,4.0,,,,,,,,,,Q3,,0.0,49.0,,,,Yes,Yes,Fiber Optic,21.0,,Yes,Yes,Yes,No,,Yes,Yes,One Year,No,Bank Withdrawal,103.0,5166.2,0.0,0.0,1787.03,6953.23,,
4553-DVPZG,1.0,,73.0,No,Yes,Yes,No,,,,,,,,,,,1.0,Q3,Yes,9.0,,None,Yes,,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,,Yes,,Yes,Bank Withdrawal,101.25,3949.15,0.0,0.0,785.8499999999999,4735.0,,
5474-LAMUQ,1.0,Male,79.0,No,Yes,Yes,No,0.0,3.0,1.0,United States,California,Lancaster,,,,-117.889656,1.0,,Yes,10.0,69.0,Offer A,No,0.0,No,Yes,DSL,12.0,Yes,Yes,No,No,Yes,Yes,,No,Two Year,No,Credit Card,56.55,3952.65,0.0,40.0,0.0,3992.65,,
8559-CIZFV,1.0,Male,66.0,No,,No,No,0.0,3.0,1.0,United States,California,Tehachapi,,"35.073777, -118.652112",35.073777,,,Q3,No,0.0,19.0,None,Yes,29.8,No,Yes,Fiber Optic,16.0,Yes,,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,1637.3,,0.0,,2203.5,,
4521-WFJAI,1.0,Female,65.0,No,Yes,No,,0.0,4.0,,,,,,,,,1.0,Q3,No,0.0,35.0,None,,,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.55,2419.0,0.0,0.0,591.85,3010.85,,
3097-NNSPB,1.0,Female,79.0,No,Yes,Yes,No,0.0,3.0,,,,,,,,,1.0,Q3,Yes,1.0,,None,Yes,36.58,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,Yes,,,Bank Withdrawal,100.65,5189.75,0.0,0.0,1829.0,7018.75,,
3345-PBBFH,1.0,Male,66.0,No,Yes,Yes,No,0.0,,,,,,,,,,1.0,Q3,Yes,10.0,,None,Yes,,Yes,Yes,Fiber Optic,20.0,Yes,Yes,,No,No,No,No,Yes,,No,Bank Withdrawal,83.85,,0.0,,3008.3,,,
8167-GJLRN,1.0,Female,75.0,No,Yes,Yes,Yes,1.0,3.0,1.0,,California,Modesto,,"37.670526, -120.877572",37.670526,-120.877572,1.0,Q3,,3.0,59.0,None,Yes,16.15,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,No,,No,Yes,Month-to-Month,Yes,Credit Card,88.75,5348.65,0.0,0.0,952.85,6301.5,,
5924-SNGKP,,Male,78.0,No,Yes,No,No,0.0,3.0,,,,,,,,,1.0,Q3,No,0.0,35.0,None,Yes,26.19,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,,3180.5,0.0,40.0,916.65,4137.15,,
6257-RJOHI,1.0,Male,76.0,No,Yes,,,0.0,5.0,1.0,United States,California,Woodland,,"38.71967, -121.862416",38.71967,-121.862416,1.0,Q3,Yes,,65.0,Offer B,,8.59,Yes,Yes,Fiber Optic,7.0,No,,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,,104.35,6578.55,,0.0,558.35,7136.900000000001,,
9688-YGXVR,1.0,Male,,No,Yes,Yes,,0.0,3.0,,,,,,,,,1.0,Q3,Yes,8.0,28.0,Offer C,Yes,24.35,Yes,Yes,,15.0,No,,No,Yes,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,,2998.0,0.0,0.0,681.8000000000001,3679.8,,
3058-HJCUY,1.0,Female,72.0,No,Yes,No,No,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678-FYZOW,1.0,Male,78.0,No,Yes,No,No,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074-SJFFA,1.0,Male,66.0,No,Yes,No,No,0.0,3.0,,,,,,,,,1.0,Q3,No,0.0,68.0,,Yes,19.67,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,,No,Yes,No,,Month-to-Month,Yes,Bank Withdrawal,,6503.2,,0.0,1337.5600000000002,7840.76,,
3969-GYXEL,1.0,Female,67.0,No,,Yes,No,0.0,3.0,,United States,California,Whittier,,"33.945318, -117.992066",33.945318,-117.992066,,Q3,Yes,8.0,67.0,None,Yes,38.47,Yes,Yes,Fiber Optic,,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0.0,2577.49,,,
6506-EYCNH,1.0,Female,69.0,No,Yes,Yes,No,0.0,4.0,1.0,United States,California,Sierra Madre,,"34.168686, -118.057505",34.168686,,1.0,Q3,Yes,9.0,62.0,Offer B,Yes,24.62,No,,DSL,29.0,Yes,No,,,,Yes,No,Yes,Two Year,Yes,Credit Card,79.95,4819.75,0.0,0.0,1526.44,,,
2582-FFFZR,,Female,,No,Yes,Yes,No,0.0,3.0,,,,,,,,,1.0,Q3,Yes,1.0,53.0,None,Yes,47.64,No,,Fiber Optic,25.0,No,Yes,Yes,,Yes,No,No,Yes,One Year,,Bank Withdrawal,94.0,,0.0,0.0,2524.92,7396.37,,
2592-HODOV,1.0,Male,,No,No,No,Yes,3.0,1.0,1.0,United States,California,Los Angeles,,"34.110845, -118.259595",34.110845,-118.259595,1.0,Q3,No,0.0,,None,Yes,12.6,No,Yes,Fiber Optic,,No,No,,No,,,No,Yes,,,Bank Withdrawal,69.7,316.9,0.0,,63.0,379.9,,
5701-SVCWR,1.0,Female,26.0,Yes,,Yes,Yes,1.0,,,,,,,,,,1.0,Q3,Yes,5.0,20.0,None,Yes,36.6,Yes,Yes,Fiber Optic,51.0,Yes,No,No,No,No,,Yes,Yes,Month-to-Month,No,Bank Withdrawal,82.4,1592.35,33.43,0.0,732.0,2290.92,,
7272-QDCKA,1.0,Male,63.0,No,No,Yes,No,0.0,3.0,1.0,United States,California,San Diego,,"32.85723, -117.209765",32.85723,-117.209774,1.0,Q3,Yes,1.0,68.0,Offer A,Yes,,Yes,Yes,DSL,18.0,No,Yes,Yes,Yes,No,Yes,Yes,No,,Yes,Bank Withdrawal,,5293.95,0.0,90.0,1984.24,7368.19,,
9554-DFKIC,1.0,Male,54.0,,No,No,No,0.0,3.0,1.0,United States,California,San Diego,,"32.85723, -117.209773",32.85723,-117.209774,1.0,Q3,No,0.0,5.0,Offer E,Yes,20.86,No,,Fiber Optic,8.0,No,No,Yes,,Yes,Yes,,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,0.0,0.0,104.3,596.85,,
5236-PERKL,1.0,,22.0,Yes,No,No,No,0.0,,,,,,,,,,1.0,,No,0.0,2.0,,Yes,,,Yes,Cable,27.0,No,No,,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0.0,0.0,80.86,262.36,,
0842-IWYCP,1.0,Male,49.0,No,No,No,,0.0,3.0,,United States,California,Fallbrook,,,33.362575,-117.299644,1.0,Q3,No,0.0,12.0,None,Yes,11.12,No,Yes,,14.0,,No,No,No,No,No,,,Month-to-Month,Yes,,45.4,518.9,0.0,,,652.3399999999999,,
6131-JLWZM,1.0,,54.0,No,,No,,0.0,1.0,,,,,,,,,1.0,Q3,No,0.0,1.0,Offer E,Yes,29.78,No,,Fiber Optic,13.0,,No,No,,,,No,Yes,,No,Credit Card,69.55,69.55,0.0,0.0,29.78,99.33,,
6195-MELTI,1.0,Female,32.0,,,Yes,No,0.0,1.0,1.0,United States,,San Bernardino,,"34.105935, -117.2914",,-117.2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996-KNSML,1.0,Male,,No,No,No,No,0.0,,,,,,,,,,1.0,Q3,No,0.0,13.0,Offer D,No,,,Yes,DSL,17.0,,No,No,Yes,Yes,No,No,Yes,Month-to-Month,,Credit Card,45.55,597.0,0.0,0.0,0.0,597.0,,
4255-DDUOU,1.0,Male,50.0,No,No,Yes,No,0.0,2.0,1.0,United States,California,Santa Ana,,"33.714829, -117.872941",33.714829,-117.872941,,Q3,Yes,2.0,56.0,None,Yes,26.15,Yes,Yes,,7.0,No,Yes,,No,Yes,Yes,Yes,,One Year,No,Credit Card,100.3,5614.45,0.0,100.0,1464.4,7178.849999999999,,
8098-LLAZX,1.0,Female,48.0,No,No,Yes,No,0.0,1.0,,,,,,,,,1.0,Q3,Yes,1.0,12.0,Offer D,Yes,19.48,No,No,None,,No,,No,No,No,No,,,Month-to-Month,No,Credit Card,19.0,233.55,0.0,0.0,233.76,467.31,,
6158-DWPZT,1.0,Male,32.0,No,No,Yes,,0.0,2.0,,,,,,,,,1.0,Q3,Yes,1.0,,Offer E,No,0.0,No,Yes,,9.0,No,Yes,No,No,No,No,No,No,,Yes,,29.95,,0.0,10.0,0.0,258.95,,
0363-SVHYR,1.0,Female,57.0,No,,Yes,No,0.0,2.0,1.0,United States,California,Avenal,,"35.916943, -120.129921",35.916943,-120.129921,1.0,Q3,Yes,,43.0,None,Yes,37.25,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,,0.0,0.0,1601.75,4101.05,,
2830-LEWOA,1.0,Male,40.0,No,No,Yes,No,,3.0,,,,,,,,,1.0,Q3,Yes,2.0,2.0,Offer E,Yes,15.14,No,No,None,0.0,,No,No,No,,No,No,No,One Year,No,Mailed Check,19.85,35.9,0.0,0.0,30.28,66.18,,
3154-CFSZG,1.0,Female,47.0,,No,No,No,0.0,,1.0,United States,California,Lindsay,,"36.205465, -119.085807",36.205465,-119.085807,1.0,Q3,No,0.0,4.0,None,Yes,45.4,No,Yes,DSL,27.0,No,,No,No,No,No,No,Yes,,No,Mailed Check,45.65,191.05,0.0,0.0,,372.65,,
4554-YGZIH,1.0,Female,48.0,No,No,Yes,No,0.0,,,,California,San Diego,,"32.961064, -117.134917",32.961064,-117.134917,1.0,Q3,Yes,1.0,,None,Yes,4.14,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,,Yes,Bank Withdrawal,85.95,381.3,0.0,0.0,16.56,,,
6976-BWGLQ,1.0,Female,37.0,No,No,No,No,,3.0,1.0,United States,California,Keene,,,,-118.59049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709-KRDVL,1.0,Male,24.0,Yes,No,Yes,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721-JXEAW,1.0,Female,,,No,No,No,0.0,1.0,,,,,,,,,1.0,Q3,No,0.0,1.0,None,Yes,34.04,,Yes,DSL,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2,0.0,0.0,34.04,86.24000000000001,,
5480-XTFFL,1.0,Female,,No,No,No,No,0.0,1.0,,,,,,,,,1.0,Q3,No,0.0,6.0,None,Yes,19.74,Yes,Yes,Fiber Optic,27.0,Yes,No,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,0.0,0.0,118.44,552.94,,
6400-BWQKW,1.0,Male,53.0,No,No,Yes,No,0.0,1.0,1.0,United States,California,,,"37.792489, -122.244314",37.792489,,1.0,Q3,,1.0,18.0,None,Yes,2.86,No,Yes,DSL,22.0,No,No,Yes,No,No,,Yes,Yes,Month-to-Month,No,Bank Withdrawal,57.45,990.85,15.73,0.0,51.48,1026.6,,
8076-FEZKJ,1.0,Female,23.0,,No,No,No,0.0,1.0,,,,,,,,,1.0,Q3,No,,41.0,Offer B,Yes,,Yes,Yes,,59.0,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0.0,0.0,883.9599999999999,,,
6967-QIQRV,1.0,Female,,No,,Yes,No,0.0,3.0,1.0,United States,California,San Jose,,"37.350284, -121.852855",37.350284,-121.852855,1.0,Q3,No,,37.0,None,,37.49,Yes,Yes,Fiber Optic,29.0,No,No,Yes,,No,No,No,,Month-to-Month,Yes,Credit Card,78.95,,0.0,0.0,,4226.780000000001,,
8468-FZTOE,,Male,38.0,No,No,No,No,0.0,1.0,1.0,United States,California,Stockton,,"38.044523, -121.348048",38.044523,-121.348048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0743-HRVFF,1.0,Male,41.0,No,,No,No,0.0,2.0,1.0,United States,California,Linden,,"38.047746, -121.030499",38.047746,-121.030499,1.0,Q3,No,0.0,1.0,Offer E,,0.0,No,Yes,DSL,6.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0.0,80.0,0.0,111.35,,
4468-YDOVK,1.0,Female,53.0,,No,No,No,,2.0,1.0,United States,California,Comptche,,"39.239818, -123.565432",39.239818,-123.565432,1.0,Q3,No,0.0,,None,,0.0,No,Yes,,18.0,No,No,No,Yes,,,No,Yes,Month-to-Month,Yes,,30.9,59.05,0.0,0.0,0.0,59.05,,
